mjd mjd_err filter instrument id_epoch uJy.0 duJy.0
60442.406643500086 0.00034722222335403785 r.ztf ZTF "" 14.438719842366924 3.4436428263836008
60444.38881940022 0.00034722222335403785 g.ztf ZTF "" 17.540453450879415 2.7145718443826157
60444.408425900154 0.00034722222335403785 r.ztf ZTF "" 17.073741438552304 3.5643625262412337
60445.382685199846 0.00034722222335403785 i.ztf ZTF "" 7.935073497391222 11.389676078596025
60446.39037040016 0.00034722222335403785 g.ztf ZTF "" 18.072809049159265 2.579051589851231
60447.448654 0.016151222225744277 o.atlas ATLAS "" 12.28445195003297 10.096914452127463
60448.31245370023 0.00034722222335403785 i.ztf ZTF "" 20.04681515719127 13.429497555048545
60448.3604629999 0.00034722222335403785 g.ztf ZTF "" 28.46761200450399 5.103370277350376
60448.41556710005 0.00034722222335403785 r.ztf ZTF "" 17.47188660593261 5.216199761186302
60450.35226849979 0.00034722222335403785 g.ztf ZTF "" 14.045461066053106 8.777082395680248
60450.38894680003 0.00034722222335403785 r.ztf ZTF "" 25.94696082636144 8.523138394723698
60450.509257 0.010548222224315396 o.atlas ATLAS "" -1.7865648454393173 12.094139665352966
60451.27731479984 0.00034722222335403785 i.ztf ZTF "" 17.078010383266125 17.747728965809547
60451.4457175 0.01682572222489398 o.atlas ATLAS "" 76.98859059953874 40.77507671528229
60452.36329280003 0.06655672218039399 g.ztf ZTF "" 28.463318110597243 5.379951354565083
60452.39111690014 0.024172422265110072 r.ztf ZTF "" 23.010815544555363 4.895047936010446
60452.448375 0.005661222225171514 o.atlas ATLAS "" 7.390271991897164 14.891402370932052
60453.490515 0.020952222224877914 o.atlas ATLAS "" 19.312380859542568 19.98012100514758
60454.448654 0.01976322222617455 o.atlas ATLAS "" 27.977630720384994 19.62186759421441
60455.351793999784 0.00034722222335403785 i.ztf ZTF "" 11.622975614202623 20.88301149911615
60455.39611109998 0.00034722222335403785 r.ztf ZTF "" 33.99129500651055 11.325059847868355
60455.475162 0.03411122222314589 o.atlas ATLAS "" 41.27658673034819 9.524461883757832
60456.36042824993 0.019918972182495054 r.ztf ZTF "" 29.976600525893808 4.03420815733244
60456.42162040016 0.00034722222335403785 g.ztf ZTF "" 39.03967496957829 7.692849524192885
60456.4843135 0.011245722223975463 o.atlas ATLAS "" 9.162010590718356 34.112503326924404
60457.34494214994 0.08006947233661776 g.ztf ZTF "" 38.51146054996525 2.096726611269093
60457.34681710019 0.04828702218219405 r.ztf ZTF "" 30.708480823154904 3.105461824792783
60457.5053125 0.02230072222300805 o.atlas ATLAS "" 9.619428000218191 10.08380308314377
60458.346973399865 0.08359372222184902 g.ztf ZTF "" 32.29616061192508 2.6179872410610505
60458.38202549983 0.03364582222275203 r.ztf ZTF "" 33.47347090453475 3.234314876645993
60458.395983799826 0.00034722222335403785 i.ztf ZTF "" 30.938195180355418 10.50201573691515
60458.462984 0.04161122222285485 o.atlas ATLAS "" 23.112616662619796 13.18900855425828
60459.370295099914 0.05240162231348222 g.ztf ZTF "" 37.423300567007296 1.8563928798295222
60459.383373850025 0.030804372414422687 r.ztf ZTF "" 31.933243995169597 2.319542825351957
60459.5134615 0.02262972222524695 o.atlas ATLAS "" 31.48328945621267 12.370490842388019
60460.31763310009 0.04916092220082646 r.ztf ZTF "" 29.582085573875954 2.7053445059122256
60460.32093749987 0.020914322252792772 g.ztf ZTF "" 38.539594348406375 2.5039811809247507
60460.4903305 0.019035722223634366 o.atlas ATLAS "" 16.321397824648162 11.216728208609402
60461.330335599836 0.00034722222335403785 g.ztf ZTF "" 42.24096065802408 2.9356368417814043
60461.35527199996 0.04771412236004835 r.ztf ZTF "" 33.95664933757463 2.1381513232267153
60461.4277345 0.005546722222788958 o.atlas ATLAS "" 28.45753840008105 8.94818964760493
60462.33643520018 0.00034722222335403785 i.ztf ZTF "" 24.342942301989524 11.38108683047215
60462.353744199965 0.07516782220773166 g.ztf ZTF "" 40.82597079032783 2.242627195568944
60462.38059605006 0.006834472085756715 r.ztf ZTF "" 36.32376255493504 2.288237351478725
60462.4780605 0.021389722223830177 o.atlas ATLAS "" 27.736946268713446 8.94818964760493
60463.30883099977 0.00034722222335403785 g.ztf ZTF "" 47.99285334029968 4.025760564432702
60463.314490749966 0.049212972189707216 r.ztf ZTF "" 30.591835146394615 2.1661124860675147
60463.4815345 0.02451272222242551 o.atlas ATLAS "" 35.38400818295121 7.641477467502134
60464.36752315005 0.03622687237657374 r.ztf ZTF "" 34.84317394722863 2.8118151563286893
60464.372847199906 0.012141222156060394 g.ztf ZTF "" 47.63442908285929 2.2201211835553614
60464.466311 0.03209022222654312 o.atlas ATLAS "" 39.025591859493076 7.986321308301676
60465.5153335 0.044433722221583594 o.atlas ATLAS "" 34.60733166080711 10.387452060569917
60467.441124499994 0.009655722224124474 o.atlas ATLAS "" 44.73645091446096 7.417553336390644
60468.32010419993 0.00034722222335403785 i.ztf ZTF "" 37.630667044193444 10.075767030437873
60468.36667825002 0.0068055722149438225 r.ztf ZTF "" 45.16523699241626 2.583790770143091
60468.38331015012 0.04081017223506933 g.ztf ZTF "" 52.236562758022856 2.0393371578996287
60468.451316 0.020877222224953584 o.atlas ATLAS "" 47.48837799474089 7.94128273022977
60469.360653950134 0.009704872289148625 g.ztf ZTF "" 51.376950110164266 2.388589213220231
60469.36101850006 0.030520822176185902 r.ztf ZTF "" 38.4704590552399 2.670547536290811
60469.4523685 0.022306722221401287 o.atlas ATLAS "" 39.66152662647643 8.420169772645009
60470.299635400064 0.08382522223837441 g.ztf ZTF "" 54.42295757848875 2.304441988026886
60470.3877835 0.005546722222788958 o.atlas ATLAS "" 47.38457594001522 8.903515534694707
60470.392540500034 0.045052122346533 r.ztf ZTF "" 42.211663350480066 2.629543695550025
60471.313807900064 0.07092592215485638 g.ztf ZTF "" 61.5120126226851 2.477091087136504
60471.32506944984 0.026504672154260334 r.ztf ZTF "" 49.41285722159939 2.829140597316683
60471.3833645 0.0056587222243251745 o.atlas ATLAS "" 51.081004157951035 7.986321308301676
60472.313229149906 0.10054397235944634 g.ztf ZTF "" 62.94481676562074 2.433349639746539
60472.34645255003 0.017864572371763643 r.ztf ZTF "" 45.85761171579873 2.6339881616687078
60472.4955205 0.02614572222228162 o.atlas ATLAS "" 52.09189457867046 8.567943500266484
60473.328605349874 0.037332172294554766 r.ztf ZTF "" 45.83431010304504 2.1403283962748962
60473.33629050013 0.007552122253400739 g.ztf ZTF "" 59.341331847389135 1.884324720496716
60473.3852075 0.005543722221773351 o.atlas ATLAS "" 44.89415785939822 7.803104409831602
60474.381712999995 0.006225222223292803 o.atlas ATLAS "" 27.16171513409783 8.512401565954661
60475.30148725002 0.020815972027776297 r.ztf ZTF "" 47.272224455615905 3.0103827976207955
60475.35357060004 0.013582222185505088 g.ztf ZTF "" 50.11194200886183 2.322767537741632
60475.419848000005 0.010718222223658813 o.atlas ATLAS "" 29.496372883827174 14.492629396894662
60476.21783560002 0.00034722222335403785 i.ztf ZTF "" 33.61025941637355 12.360349893070202
60476.322106449865 0.03255787214584416 r.ztf ZTF "" 49.84363199731679 2.457751226842316
60476.3832580999 0.01998262225970393 g.ztf ZTF "" 59.40672285120851 2.050516870430144
60476.4332845 0.02366772222376312 o.atlas ATLAS "" 45.948922759684024 5.631190871527271
60476.97 0.0006944444444444445 r.sdss LT "" 56.71077324894646 4.178604195046069
60476.98 0.0006944444444444445 g.sdss LT "" 83.05714696754633 6.11987675117081
60476.98 0.0006944444444444445 i.sdss LT "" 52.90147350189709 2.9234434627893062
60476.98 0.0006944444444444445 u.sdss LT "" 85.52062161279298 20.479524880796962
60477.32066554995 0.09353587219811743 g.ztf ZTF "" 61.77863384027475 3.3297577305684682
60477.32619794994 0.026614572176185902 r.ztf ZTF "" 56.001194745617966 3.6410458610437852
60477.412672499995 0.010443722221680218 o.atlas ATLAS "" 38.890131547824694 7.5851233616077005
60478.19206020003 0.00034722222335403785 g.ztf ZTF "" 73.2388862018062 7.600483663974917
60479.25430560019 0.00034722222335403785 i.ztf ZTF "" 39.32821353423314 12.557052450855885
60479.31690389989 0.11163772225700086 g.ztf ZTF "" 70.39311180448624 3.102526159861604
60479.33956600004 0.014496522278932389 r.ztf ZTF "" 55.11096156400307 3.2662914971468475
60479.95 0.0006944444444444445 r.sdss LT "" 56.1908457546263 3.105220891135927
60479.96 0.0006944444444444445 u.sdss LT "" 98.19081141739316 10.852449534656595
60479.96 0.0006944444444444445 g.sdss LT "" 78.59175897771269 4.343141103702293
60479.96 0.0006944444444444445 i.sdss LT "" 55.394643137794695 2.5510175904162202
60480.311082199914 0.09927662208065158 g.ztf ZTF "" 68.71200608395992 4.960684009477165
60480.3357291501 0.023182872238976415 r.ztf ZTF "" 58.42518345442858 4.814315473740521
60480.406648000004 0.019813222224911442 o.atlas ATLAS "" 60.69270578884961 15.00037320939264
60481.32057869993 0.037731522250396665 r.ztf ZTF "" 58.759648410379675 3.9528291948955143
60481.34744789987 0.13660302224889165 g.ztf ZTF "" 77.6675327828611 5.562134999509961
60481.4037915 0.01035372222395381 o.atlas ATLAS "" 56.03033401462264 20.793379119495835
60481.94 0.0006944444444444445 g.sdss LT "" 73.00910236820552 5.379509464509003
60481.94 0.0006944444444444445 u.sdss LT "" 104.72993859824317 10.610582197885844
60481.94 0.0006944444444444445 r.sdss LT "" 56.1908457546263 3.622757706325249
60481.95 0.0006944444444444445 i.sdss LT "" 72.35487022503966 2.665651929371121
60482.28013890004 0.00034722222335403785 i.ztf ZTF "" 52.14215848663337 15.422789787439054
60482.316522000125 0.10954282225429779 g.ztf ZTF "" 80.51671207802045 6.133818264580206
60482.337071799906 0.02784722230717307 r.ztf ZTF "" 69.40122894847367 4.951749123461138
60482.410940500005 0.010388722224888625 o.atlas ATLAS "" 60.362629587926364 18.639798718213708
60482.78079712668 0.00316992088482948 UVW2.uvot UVOT 1 99.71486260647885 6.259003844361576
60482.787202284424 0.0031697290905867703 UVM2.uvot UVOT 1 108.21971946055658 7.318619336851755
60482.793486833405 0.003051738032809226 UVW1.uvot UVOT 1 100.26300152685879 6.69880775126151
60483.3084432499 0.03389467231318122 r.ztf ZTF "" 68.98004898438882 4.4886822433767355
60483.32543980004 0.09780092213622993 g.ztf ZTF "" 80.87120297619109 5.779442527497439
60484.31574654998 0.024751172422838863 r.ztf ZTF "" 64.64719214898693 5.004498855033303
60484.32596065011 0.08791667225159472 g.ztf ZTF "" 89.9581589966713 5.616896675045659
60484.4060375 0.010587722223135643 o.atlas ATLAS "" 47.69156918201225 16.32483045472749
60484.95 0.0006944444444444445 g.sdss LT "" 80.05288886672298 5.161200479557512
60484.95 0.0006944444444444445 i.sdss LT "" 56.94659597455283 2.622487659755202
60484.95 0.0006944444444444445 r.sdss LT "" 65.7151598909269 3.631553941165644
60485.299918999895 0.00034722222335403785 i.ztf ZTF "" 39.88414970911012 13.028441965978818
60485.33424764988 0.007337972310779151 r.ztf ZTF "" 73.09668493314993 4.519793646830004
60485.34358215006 0.07585067211039132 g.ztf ZTF "" 83.124671607772 9.184667989276406
60485.414248 0.010642222223395947 o.atlas ATLAS "" 41.725871078643074 14.34296483375469
60486.20112741083 0.0032278943945129868 UVW2.uvot UVOT 2 101.82897882759066 6.273093547943201
60486.20764787803 0.003227830817195354 UVM2.uvot UVOT 2 109.00350375456735 7.263227564097807
60486.21415461773 0.003216338333004387 UVW1.uvot UVOT 2 104.86070537882412 6.7876329426461295
60486.235069400165 0.00034722222335403785 g.ztf ZTF "" 75.39957096979349 4.1509095998017695
60486.405366 0.012171222224424127 o.atlas ATLAS "" 60.9637374886045 14.905699862378055
60487.23953700019 0.00034722222335403785 g.ztf ZTF "" 75.94929906871884 3.5520799594502064
60487.3060821502 0.01835067223146325 r.ztf ZTF "" 66.99656483157005 2.9293742236087326
60487.4010045 0.018506722222809913 o.atlas ATLAS "" 50.87220284941583 7.052024121654395
60487.95 0.0006944444444444445 r.sdss LT "" 68.18134573686093 3.1398670062793825
60487.95 0.0006944444444444445 g.sdss LT "" 90.23541269007089 3.3243954579251676
60487.96 0.0006944444444444445 i.sdss LT "" 65.38344040010257 2.4088149631030533
60488.20427080011 0.00034722222335403785 i.ztf ZTF "" 46.97875428060385 9.314332237059016
60488.32010994991 0.01133677225880092 r.ztf ZTF "" 68.07434944277732 3.15667806840755
60488.33218749985 0.07458332229725784 g.ztf ZTF "" 81.48900764920586 2.8466826199368094
60488.407626 0.013475222222041339 o.atlas ATLAS "" 76.12565939711457 8.291566027207596
60489.32761575002 0.06491897210798925 g.ztf ZTF "" 75.75070227597934 2.4467172124496965
60489.338113400154 0.011689822211337741 r.ztf ZTF "" 62.2006204854925 2.697053802829526
60489.406167 0.010424222222354729 o.atlas ATLAS "" 57.574779784238245 7.574395449174554
60490.27491899999 0.009594922441465314 r.ztf ZTF "" 61.17121588418543 2.688838899344366
60490.33480325015 0.00876157220773166 g.ztf ZTF "" 81.23637098861653 2.715116860233423
60490.68040625271 0.12939409043974592 UVW2.uvot UVOT 3 83.08723101410058 4.958668065998667
60490.68450849074 0.13151219121209579 UVM2.uvot UVOT 3 103.71158569984597 6.350398240545882
60490.68860681396 0.1336273984561558 UVW1.uvot UVOT 3 91.61364926473833 5.763681488689318
60490.94 0.0006944444444444445 u.sdss LT "" 110.68043284949475 14.271662426861006
60490.94 0.0006944444444444445 g.sdss LT "" 97.13528279839349 5.367894100208203
60490.94 0.0006944444444444445 r.sdss LT "" 64.51572304814688 2.9710588430879077
60490.95 0.0006944444444444445 i.sdss LT "" 86.9896871429236 4.80722776462828
60491.24871529988 0.05386572216957575 g.ztf ZTF "" 73.61704700607336 2.0907003122875687
60491.31758100004 0.05253472204640275 r.ztf ZTF "" 57.928892622956766 2.4217646303749416
60492.39455 0.010998222223861376 o.atlas ATLAS "" 37.14215346538278 7.8031044098316
60493.3187955 0.015977722225215985 o.atlas ATLAS "" 47.22714363470727 7.2783058452647
60493.99 0.0006944444444444445 r.sdss LT "" 58.83903872879396 2.709637869260406
60493.99 0.0006944444444444445 u.sdss LT "" 93.77149691903934 10.364008845768819
60493.99 0.0006944444444444445 g.sdss LT "" 79.31895957009979 3.652773077958184
60494.0 0.0006944444444444445 i.sdss LT "" 55.394643137794695 2.5510175904162202
60494.25950230006 0.00034722222335403785 r.ztf ZTF "" 52.811532053918214 4.330778264012883
60494.294114599936 0.00803822234593099 g.ztf ZTF "" 75.48278299151792 2.6150115493022352
60494.321388899814 0.00034722222335403785 i.ztf ZTF "" 36.512450775898365 10.478012673765397
60494.389769 0.011723222225555219 o.atlas ATLAS "" 49.6660832124296 7.986321308301676
60495.3885725 0.011454722225607838 o.atlas ATLAS "" 53.598224786399115 7.417553336390644
60496.389540000004 0.010101222225785023 o.atlas ATLAS "" 56.93034420657441 7.803104409831602
60496.95 0.0006944444444444445 i.sdss LT "" 60.18215971602335 2.7714908765260433
60496.95 0.0006944444444444445 r.sdss LT "" 74.07396106121982 4.093478364446069
60496.95 0.0006944444444444445 g.sdss LT "" 79.31895957009979 5.1138823091414585
60497.393272999994 0.014092222223553108 o.atlas ATLAS "" 55.238621526269725 9.517056775112858
60498.064619050114 0.03427770543930819 UVW2.uvot UVOT 6 97.02708337683794 6.285505046853205
60498.06776968969 0.03479538529063575 UVM2.uvot UVOT 6 97.16851598535868 7.344559785530467
60498.07093360809 0.03532621595513774 UVW1.uvot UVOT 6 96.18371742649074 6.567886283418073
60498.19405090017 0.00034722222335403785 g.ztf ZTF "" 79.81257477782023 3.519794995032861
60498.390303 0.012345222225121688 o.atlas ATLAS "" 68.76190772947139 7.202262226805289
60499.23841439979 0.00034722222335403785 i.ztf ZTF "" 50.20841396831677 11.48078281069946
60499.27426500013 0.06865162218309706 g.ztf ZTF "" 77.95302924456904 2.5348879788496643
60499.30960649997 0.023067122347129043 r.ztf ZTF "" 62.39928484328176 2.830860540713956
60499.368166 0.012275222223252058 o.atlas ATLAS "" 62.700098033972715 6.969109615456894
60500.27002890012 0.05910302211850649 g.ztf ZTF "" 84.88411734612772 3.156665202974803
60500.279050900135 0.022094922162068542 r.ztf ZTF "" 60.737272107102484 3.4147152919540877
60500.349923999995 0.011638222222245531 o.atlas ATLAS "" 62.96637168515054 7.220270239100647
60500.89 0.0006944444444444445 r.sdss LT "" 78.28265902630787 3.6050496742782463
60500.9 0.0006944444444444445 g.sdss LT "" 93.62180477901403 4.311443441267129
60500.9 0.0006944444444444445 i.sdss LT "" 77.88750083395647 2.8694815736132715
60500.9 0.0006944444444444445 u.sdss LT "" 109.66570854183789 12.120702033651153
60501.296840300085 0.035648122218844946 r.ztf ZTF "" 70.09039101272606 2.386605629697929
60501.31729164999 0.07210647223837441 g.ztf ZTF "" 84.02962170180326 2.32921536987339
60501.358464000004 0.010715222222643206 o.atlas ATLAS "" 55.61787477652802 8.751877391105332
60502.25907409983 0.00034722222335403785 i.ztf ZTF "" 44.33350920940519 11.174374615884197
60502.29396989988 0.04741902232490247 r.ztf ZTF "" 68.09149761364976 3.594806765208679
60502.299525449984 0.010937472361547407 g.ztf ZTF "" 87.46943636689844 3.1299763507408374
60502.94 0.0006944444444444445 r.sdss LT "" 68.81221996151893 3.8027038055812996
60502.94 0.0006944444444444445 g.sdss LT "" 89.40812945390455 4.94087582575302
60502.94 0.0006944444444444445 u.sdss LT "" 104.72993859824317 12.539778961137815
60502.94 0.0006944444444444445 g.sdss LT "" 89.40812945390455 4.94087582575302
60502.95 0.0006944444444444445 i.sdss LT "" 59.63040635927452 2.746081695440857
60503.25976849999 0.06516202215425437 g.ztf ZTF "" 76.09112657175653 3.541195910323941
60503.277795149945 0.01166087204910582 r.ztf ZTF "" 61.867375771756876 2.916472673224716
60503.341683 0.010815222223754972 o.atlas ATLAS "" 57.910244202982796 6.804725789035578
60504.288587999996 0.00034722222335403785 r.ztf ZTF "" 62.38958245817372 4.267230687036145
60504.31446759985 0.005046322265116032 g.ztf ZTF "" 81.64513298817229 2.9447975975575154
60504.372572 0.01876822222402552 o.atlas ATLAS "" 61.32561712041297 6.112995177322721
60505.222326400224 0.0008217222275561653 r.ztf ZTF "" 67.07374053154457 3.8511790877877665
60505.25788194989 0.06516207221284276 g.ztf ZTF "" 77.35581723774327 2.5166716213844653
60505.31052079983 0.00034722222335403785 i.ztf ZTF "" 43.47428227097922 10.18392052564635
60505.417791 0.013877222219889518 o.atlas ATLAS "" 60.2348882435831 8.065077616297268
60505.869451200924 0.0008667354195495136 UVW2.uvot UVOT 8 100.10252393955928 10.492353204221846
60505.87123734617 0.0008667991787660867 UVM2.uvot UVOT 8 114.9400923969637 13.634500086505525
60505.8728943272 0.0007273554365383461 UVW1.uvot UVOT 8 98.43450538794355 11.773874902801941
60506.194618099835 0.00034722222335403785 g.ztf ZTF "" 81.7060240014384 5.86244561858901
60506.23710650019 0.00034722222335403785 r.ztf ZTF "" 68.05931329590307 5.552833953779046
60506.289351 0.005382222225307487 o.atlas ATLAS "" 53.11909044678371 10.861140846562547
60507.24637155002 0.03455437209777301 r.ztf ZTF "" 73.41360941494024 3.9922817476124375
60507.25946759991 0.0673727221073932 g.ztf ZTF "" 84.58868095656787 3.8301948478702266
60507.383877 0.01607122222048929 o.atlas ATLAS "" 62.24309379238994 9.281880512297853
60508.26921295002 0.07908567229605978 g.ztf ZTF "" 91.20865692100384 6.388507000150238
60508.27817129996 0.010555522072536405 r.ztf ZTF "" 68.4556906078407 4.872105533566801
60508.3115393999 0.00034722222335403785 i.ztf ZTF "" 36.980760262154725 17.852014985572453
60508.3666795 0.02128672222534078 o.atlas ATLAS "" 46.582782520074296 7.511879319298596
60508.95 0.0006944444444444445 u.sdss LT "" 111.70454628556935 15.432553385808923
60508.95 0.0006944444444444445 g.sdss LT "" 98.9411625346448 7.290254269944771
60508.95 0.0006944444444444445 i.sdss LT "" 77.88750083395647 4.304222360419907
60508.95 0.0006944444444444445 r.sdss LT "" 76.14923923771967 4.909522887125098
60509.24310238637 0.10073514585019439 UVW2.uvot UVOT 9 98.49471254094946 6.090924064418496
60509.24646601976 0.1009089378057979 UVM2.uvot UVOT 9 98.08185284316835 7.0286630082034
60509.249720860025 0.10098351372653269 UVW1.uvot UVOT 9 95.00121317204463 6.635966187483058
60509.254525499884 0.00034722222335403785 r.ztf ZTF "" 62.07657016284439 8.657904130367097
60509.28961804998 0.09796297203138238 g.ztf ZTF "" 92.02530059774794 6.188652481193462
60509.366238999995 0.019208222223824123 o.atlas ATLAS "" -40.09790986656885 7.8902127733622835
60510.2975000001 0.09128472234442597 g.ztf ZTF "" 81.67634678300631 4.741124313881383
60510.302586800186 0.03781832221284276 r.ztf ZTF "" 72.89671361341671 3.9658196122919964
60510.380217 0.015246222224959638 o.atlas ATLAS "" 63.78230060644113 16.87898509631184
60511.24165510014 0.00034722222335403785 i.ztf ZTF "" 36.068283786610635 17.062122262712148
60511.298032399965 0.11410882209747797 g.ztf ZTF "" 83.51389428812297 7.997492332299127
60511.31980905007 0.029033572202024516 r.ztf ZTF "" 57.175978598530754 7.650300694051944
60511.395772 0.012936222225107485 o.atlas ATLAS "" 25.159930499023815 19.959768995573985
60511.84730912913 0.0011154865314892959 UVW2.uvot UVOT 10 116.61626535853581 10.126493311339706
60511.849594181804 0.001115550556278322 UVM2.uvot UVOT 10 86.41841509398832 10.523471074447922
60511.8517800787 0.0010077754632220604 UVW1.uvot UVOT 10 100.2850159555809 10.43594930448577
60511.94 0.0006944444444444445 g.sdss LT "" 82.29567446709862 6.821740556849952
60511.94 0.0006944444444444445 u.sdss LT "" 99.0993598092152 15.516560186292752
60511.94 0.0006944444444444445 r.sdss LT "" 70.7400836307054 5.863862233627716
60511.95 0.0006944444444444445 i.sdss LT "" 70.38299913815013 3.241256892314346
60512.21501154988 0.009467572228459176 g.ztf ZTF "" 80.9177066861586 6.22943192237947
60512.300190950045 0.03862847226992017 r.ztf ZTF "" 70.14889850403895 6.842770095244779
60512.3721125 0.01462172222090885 o.atlas ATLAS "" 72.12928002698116 15.120774598727907
60513.038828051074 0.9205686668101407 UVW2.uvot UVOT 11 91.10363985434911 5.619335586053914
60513.040162283214 0.9208119936338335 UVM2.uvot UVOT 11 107.28544351707589 7.093735208381942
60513.0414755476 0.9210352466725453 UVW1.uvot UVOT 11 98.59519503037359 6.673218483473108
60513.28090274986 0.013321772239578422 r.ztf ZTF "" 66.95980820392896 6.007188595512314
60513.30977430008 0.10654512236214941 g.ztf ZTF "" 91.40676330661766 8.445702775973976
60513.386398 0.011956222224398516 o.atlas ATLAS "" 58.31467719163294 14.29803183673157
60514.24155090004 0.00034722222335403785 i.ztf ZTF "" 60.70860967456861 15.94076587945027
60514.29248839989 0.11271992234833306 g.ztf ZTF "" 77.8034740949208 4.28514255949967
60514.30303820013 0.021186322228459176 r.ztf ZTF "" 67.07979437269061 4.68632940569793
