mjd mjd_err count_net count_net_err exptime count_src count_src_err count_bkg count_bkg_err backratio rate_net rate_net_err rate_net_adopted rate_net_err_adopted flux flux_err
60510.52252919356 0.4594328703751671 32.22222270237075 6.388811729982547 1987.8353601694107 34.00000050663948 6.345114469869957 8.00000011920929 3.356763788165895 0.2222222222222222 0.016209703956380297 0.0032139541624000836 0.016267497227111256 0.0031919718287580934 6.284912495082044e-13 1.2332114369183793e-13
60512.90900358406 0.03833912036498077 13.444444644782278 4.450375273731431 1902.8470000624657 15.000000223517418 4.394059265647838 7.000000104308128 3.1758755882501757 0.2222222222222222 0.007065436498226568 0.0023387982710040985 0.007046389795268375 0.00230920261350681 2.722357511498098e-13 8.921554530906945e-14
60514.68756549424 0.23394097221898846 6.666666766007742 3.4215387404204356 1607.8596797585487 8.00000011920929 3.356763788165895 6.000000089406967 2.981786462640173 0.2222222222222222 0.004146298865463727 0.0021280082979220215 0.004139023415142312 0.002087721851865816 1.5991027762962446e-13 8.065868381510898e-14
60518.92615124141 0.004410992987686768 19.888889185256428 5.137533326400074 759.1781313066836 21.000000312924385 5.100494485252948 5.000000074505806 2.771081898276833 0.2222222222222222 0.026197921627463153 0.006767230396320091 0.026824957444689396 0.006718442319293458 1.0363764497417452e-12 2.5956557109254615e-13
60520.04595423916 0.004079861115314998 9.55555569794443 3.7135802139512903 704.5513001084328 10.000000149011612 3.687822100185517 2.0000000298023224 1.964837091818137 0.2222222222222222 0.013562611688423253 0.005270844313791995 0.01335689561330785 0.005234284713714884 5.160407834321306e-13 2.0222546185665086e-13
60520.438257479895 0.0026909722218988463 2.0000000298023224 1.97545659446403 462.73730009794235 2.0000000298023224 1.964837091818137 0.0 0.9205108225046316 0.2222222222222222 0.004322106796618741 0.004269067123065091 0.005646624874907337 0.0 2.1815613511955198e-13 0.0
60600.62539687976 0.2704571759313694 52.33333411316077 7.976744060119851 2166.307200193405 55.000000819563866 7.927372588159358 12.000000178813934 3.987542525845706 0.2222222222222222 0.024157854485498877 0.003682185084095043 0.024254798698436407 0.0036593944697463094 9.72033186019563e-13 1.466535719201488e-13
60609.1744309123 0.038107638887595385 71.44444550904963 9.081181767263718 1686.108259856701 73.00000108778477 9.053716311165736 7.000000104308128 3.1758755882501757 0.2222222222222222 0.042372395183641144 0.0053858829729210335 0.04237351002566172 0.0053695937127638494 1.577861171708727e-12 1.9994740634161266e-13
60616.35383950027 0.5926504629605915 17.444444704386925 5.198475360868104 1860.0 21.000000312924385 5.100494485252948 16.00000023841858 4.520433296710026 0.2222222222222222 0.00937873371203598 0.002794879226273174 0.009250825458686354 0.002742201336157499 3.971930761115626e-13 1.1773904814114845e-13
60623.68624326282 0.009576495649525896 27.000000483640857 5.952298853143313 1648.204040826127 29.00000051344318 5.900475603563164 9.00000013411045 3.526832587459201 0.2222222222222222 0.016381467230299766 0.0036113846985594395 0.016515896710403277 0.0035799424448721023 5.181487897762103e-13 1.1231257241458458e-13
60630.688604678326 0.009329826199973468 86.00000130150137 9.920690479678019 1605.750780880793 88.0000013313037 9.8896840346235 9.00000013411045 3.526832587459201 0.2222222222222222 0.05355750240042125 0.006178225536490963 0.053697791526395935 0.006158915911719981 2.2571799502430124e-12 2.588892599862953e-13
60655.50348157017 0.17152777777664596 80.0000011920929 9.596610451937082 1854.9876004457474 82.00000122189522 9.564553459380157 9.00000013411045 3.526832587459201 0.2222222222222222 0.0431269735565182 0.0051734094878214 0.04312713319479813 0.005156127974700115 1.5399986059738767e-12 1.8411680315952086e-13
60672.857698309526 0.13946759258760721 75.0000011920929 9.317444230133237 1950.0 77.00000122189522 9.284423390429588 9.00000013411045 3.526832587459201 0.2222222222222222 0.03846153907286815 0.004778176528273455 0.03846892983806031 0.004761242764322865 1.4946388204881124e-12 1.849892445483196e-13
60683.843193530294 0.0026262899773428217 7.555555668142107 3.3850419927049127 452.0147482547887 8.00000011920929 3.356763788165895 2.0000000298023224 1.964837091818137 0.2222222222222222 0.016715285723118135 0.007488786606575179 0.017068287596738417 0.007426226248427135 7.6513068410585e-13 3.3290003684198847e-13
60688.79387711971 0.008159722219716059 36.111111649208596 6.6204268260243015 1300.0 37.000000551342964 6.596348871541043 4.000000059604645 2.538546179241913 0.2222222222222222 0.02777777819169892 0.0050926360200186935 0.02783128865790883 0.005074114516570033 1.2476103891313825e-12 2.274604695573875e-13
60707.359516835924 0.10014467592554865 7.555555668142107 3.3850419927049127 1165.0 8.00000011920929 3.356763788165895 2.0000000298023224 1.964837091818137 0.2222222222222222 0.006485455509134856 0.002905615444381899 0.006174152028039622 0.0028813423074385367 2.697493346866909e-13 1.2588614062406632e-13
60716.14493015814 0.8557499261587509 13.88888909584946 4.436999185549363 2035.0 15.000000223517418 4.394059294353335 5.000000074505806 2.771081914708378 0.2222222222222222 0.006825006926707351 0.0021803435801225368 0.006678206616858421 0.0021592428964881255 2.917715313158232e-13 9.433754337590752e-14
60725.54843937127 0.004323957109590992 0.7777777893675698 1.601523369661956 744.194575078842 1.0000000149011612 1.5633863900462026 1.0000000149011612 1.5633863900462026 0.2222222222222222 0.001045126927034062 0.0021520223652427 0.00468213753781112 0.0 2.045630687421138e-13 0.0
60731.863056745686 0.006398850047844462 3.111111157470279 2.6004710396013127 1101.303399904965 4.000000059604645 2.538546179241913 4.000000059604645 2.538546179241913 0.2222222222222222 0.002824935578823008 0.0023612666952864355 0.002939259165929777 0.002305037993581943 1.2841653410550375e-13 1.0070734610558309e-13
60735.6123362454 0.10431134259124519 5.4444445255729885 3.253347352967077 1935.0 7.000000104308128 3.1758755882501757 7.000000104308128 3.1758755882501757 0.2222222222222222 0.0028136664214847484 0.0016813164614816935 0.0029247702493520153 0.0016412793737727006 1.2778351185573853e-13 7.170766399977177e-14
60749.78350475189 0.1352430555562023 11.174646847777897 4.027248231620367 2494.701300263405 12.063535749912262 3.987542525845706 4.000000059604645 2.538546179241913 0.2222222222222222 0.004479352636966203 0.0016143208131551246 0.0041428625273144835 0.001598404797169376 1.8100208828131776e-13 6.983446935519601e-14
60763.39086619013 0.00428041115810629 1.1111111276679568 2.0442156738088504 736.7028155863951 2.0000000298023224 1.964837091818137 4.000000059604645 2.538546179241913 0.2222222222222222 0.0015082216385769384 0.002774817240492981 0.0047367969539841475 0.0 2.0695114423492261e-13 0.0
60767.53160079032 0.36704282407299615 5.392775477634536 3.253347352967077 1395.7473200559616 7.000000104308128 3.1758755882501757 7.232510820031166 3.1758755882501757 0.2222222222222222 0.003863719027179157 0.002330899946013607 0.004322433629910889 0.002275394365881957 1.888475681519707e-13 9.941221297419014e-14
60777.16247419772 0.0403356481474475 4.000000059604645 3.0830666223212426 2443.3664602041245 6.000000089406967 2.981786462640173 9.00000013411045 3.526832587459201 0.2222222222222222 0.0016370856049446121 0.0012618109778193796 0.002172098901977219 0.0 9.489922357290657e-14 0.0
60791.34516973568 0.10691550925548654 3.888888946837849 2.838679195106981 2468.580319881439 5.000000074505806 2.771081898276833 5.000000074505806 2.771081898276833 0.2222222222222222 0.0015753544316616055 0.0011499237728846987 0.002142837070751073 0.0 9.362077116857318e-14 0.0
60818.285031702166 0.004585113245411776 0.5555555638339784 1.6232138390906765 789.1454529877827 1.0000000149011612 1.5633863900462026 2.0000000298023224 1.964837091818137 0.2222222222222222 0.0007039964074184171 0.0020569260494944608 0.004343118477406745 0.0 1.728044615900458e-13 0.0
60825.228641867565 0.0053831966943107545 1.5555555787351396 2.012766991039487 926.4948888485354 2.0000000298023224 1.964837091818137 2.0000000298023224 1.964837091818137 0.2222222222222222 0.0016789683326460787 0.0021724534212390423 0.0035916914962811934 0.0 1.42906604653118e-13 0.0
