mjd filter instrument mjd_err id_epoch uJy.0 duJy.0
60441.415665499866 r.ztf ZTF 0.0005845222840434872 "" -0.6678803458380441 6.607989676512307
60442.2195255002 g.ztf ZTF 0.00034722222335403785 "" 1.3718634146952362 3.076005866425826
60443.24751735013 g.ztf ZTF 0.051302072148246225 "" 0.9661993504486843 2.054766033749003
60444.263981450116 g.ztf ZTF 0.0889004722921527 "" 4.660199243806556 2.277730752393722
60445.26578699984 g.ztf ZTF 0.00034722222335403785 "" -1.5472873031502783 4.987641215829279
60445.399678 o.atlas ATLAS 0.015700222222221782 "" 21.50729160760672 11.134144360550367
60446.26208334998 g.ztf ZTF 0.08171297216176754 "" 0.9757064663837187 4.590466789556251
60447.17817709991 g.ztf ZTF 0.0011979222981608473 "" 12.368645323598734 4.369663615255811
60447.3756385 o.atlas ATLAS 0.013896722222852986 "" -11.796577907291436 10.362092488325043
60448.26740740007 g.ztf ZTF 0.08196762206353014 "" 6.858748230112297 5.680842957164116
60449.26050344994 g.ztf ZTF 0.018130772303265985 "" 1.2819858775306496 4.21552859059128
60450.26447335002 g.ztf ZTF 0.08010997229575878 "" 0.9168608412153 6.4993599201286285
60451.23342010006 g.ztf ZTF 0.016012722182495054 "" 4.694092679151386 6.005191030011756
60451.366158 o.atlas ATLAS 0.014404222223674878 "" -16.661877824684282 30.898643920616326
60452.27052659984 r.ztf ZTF 0.0905729222795344 "" -8.388989458472556 8.788381299570469
60452.32537040021 g.ztf ZTF 0.00034722222335403785 "" -5.72303950611617 12.239159361326534
60452.364791 o.atlas ATLAS 0.017112222223659046 "" -5.230436448430706 11.707916888288006
60454.361882 o.atlas ATLAS 0.01185622222328675 "" -8.822576548058828 12.241864780128479
60455.26236109994 g.ztf ZTF 0.00034722222335403785 "" 4.502374397356953 7.084360931683219
60455.28262154991 r.ztf ZTF 0.0008159722419804893 "" -2.523400743722298 5.984103449811796
60455.336438 o.atlas ATLAS 0.010669222225260455 "" -24.32929445929588 21.955516744041592
60457.20398724987 g.ztf ZTF 0.019623872147349175 "" -1.2714666759364757 2.4566682204232624
60457.336849 o.atlas ATLAS 0.01046022222362808 "" -8.691232929024503 8.114237211685827
60458.22329859994 g.ztf ZTF 0.00034722222335403785 "" 4.2297046645583345 2.790962735047941
60458.3427355 o.atlas ATLAS 0.010537722224398749 "" -11.353138380987104 11.914767428871007
60459.23853009986 g.ztf ZTF 0.00034722222335403785 "" -5.078283462936318 2.6921295726453502
60459.345311 o.atlas ATLAS 0.005131222224008525 "" -2.0252726083945385 10.850763119376401
60460.23324074992 g.ztf ZTF 0.012060172179189976 "" 2.693286667575749 2.238903646267237
60460.349132999996 o.atlas ATLAS 0.01825622222168022 "" 9.110659925956474 7.814382103473297
60461.334640500005 o.atlas ATLAS 0.011830722225568024 "" 23.959053006851295 9.44695722978271
60462.24125580001 g.ztf ZTF 0.018478022211638745 "" 40.78198994419096 1.7607959101047324
60462.350999 o.atlas ATLAS 0.010122222221980337 "" 49.32257314712799 10.40301387130759
60463.20837384998 g.ztf ZTF 0.010503472083655652 "" 24.017162182221593 1.919034023395324
60463.318446000005 o.atlas ATLAS 0.0256932222218893 "" 34.31354356458619 6.034275256660875
60464.249577549985 g.ztf ZTF 0.012181672056613024 "" 16.983536197783376 3.0909938559273566
60464.343682 o.atlas ATLAS 0.016681222223269287 "" 15.897542337156954 8.46539920924395
60465.32934 o.atlas ATLAS 0.013631222220283234 "" 23.42409828675925 8.61250954558778
60467.21535 r.sdss LDT 0.00034722222222222224 "" 19.88946076705368 0.7327548139185235
60467.22667 i.sdss LDT 0.00034722222222222224 "" 23.66614978713208 1.5258130638356076
60467.23357 g.sdss LDT 0.00034722222222222224 "" 11.632335748804419 1.2856532588111416
60467.2872335 o.atlas ATLAS 0.013519722226192243 "" 24.731481776766053 7.609747696829953
60468.3415085 o.atlas ATLAS 0.013569722221291158 "" 8.974891726403685 8.46539920924395
60469.190416699974 g.ztf ZTF 0.00459492232039338 "" 7.046044962062054 2.094419164597362
60470.18519680016 g.ztf ZTF 0.00034722222335403785 "" 4.818259224030792 2.5887203693465195
60470.3172245 o.atlas ATLAS 0.01165072222283925 "" 15.500636416835164 9.003972930806928
60471.304291 o.atlas ATLAS 0.020480222221522126 "" -2.5382214143542616 8.59667877052905
60472.21758100018 g.ztf ZTF 0.00034722222335403785 "" 5.91076955847166 3.481535208469016
60472.304183500004 o.atlas ATLAS 0.01807172222106601 "" 5.81030297948816 7.710367269030197
60473.21880789986 g.ztf ZTF 0.00034722222335403785 "" 2.1930541182712906 4.620189333775982
60473.2826745 o.atlas ATLAS 0.011367722225259058 "" -2.7321169952958595 8.320346409861852
60474.207650499884 g.ztf ZTF 0.007673622130823787 "" 1.2094287487356485 3.000205645843341
60475.302473 o.atlas ATLAS 0.031072222223883728 "" 6.236825792753194 7.182939142566361
60476.329558 o.atlas ATLAS 0.010002222221373813 "" 28.652652390522757 10.32900377983211
60477.235642350046 g.ztf ZTF 0.033767372158763465 "" 8.90109323685546 3.8490879948865087
60477.30819439981 r.ztf ZTF 0.00034722222335403785 "" 9.313277766989108 13.060689043022775
60477.346585499996 o.atlas ATLAS 0.011409722221287666 "" 14.09321191064034 11.810824601767408
60479.218645799905 g.ztf ZTF 0.00034722222335403785 "" 20.205697667103625 6.499255833702632
60480.21987270005 g.ztf ZTF 0.01837962216086453 "" 25.08361433166948 5.132123855458478
60480.322681 o.atlas ATLAS 0.014464222222159151 "" 39.28207642796246 13.486865454966114
60481.23109374987 g.ztf ZTF 0.0352025721440441 "" 25.649949193726005 5.238803109899401
60481.323609 o.atlas ATLAS 0.00220222222560551 "" 23.49075486310636 19.260841392035132
60482.21664350014 g.ztf ZTF 0.00034722222335403785 "" 30.296569577759897 7.874262834526172
60482.3506135 o.atlas ATLAS 0.010002722221543081 "" 7.966759497462607 25.084192141418
60483.218449050095 g.ztf ZTF 0.023854172344726976 "" 38.63934719409214 6.188885435073937
60483.306795 o.atlas ATLAS 0.00034722222335403785 "" 8.33916547761811 28.3140747300032
60484.26887729997 g.ztf ZTF 0.00034722222335403785 "" 59.1430615596466 11.30208104256324
60485.309895 o.atlas ATLAS 0.05828822222247254 "" 32.53434168844422 8.549205347649854
60486.202129600104 g.ztf ZTF 0.00034722222335403785 "" 63.2527391953959 3.7378402847281107
60486.3189075 o.atlas ATLAS 0.0146337222213333 "" 46.08072301342749 9.129291158995692
60487.3058515 o.atlas ATLAS 0.012359722222754499 "" 48.43620684502747 7.410145261287464
60488.357295 o.atlas ATLAS 0.02020322222233517 "" 62.51237446153036 8.990713475963908
60489.22517360002 g.ztf ZTF 0.00034722222335403785 "" 100.29055933179305 4.879558200454103
60489.297176 o.atlas ATLAS 0.011295222226181068 "" 83.80081732833145 8.545834693241845
60492.3081915 o.atlas ATLAS 0.009930722226272337 "" 90.2031803883037 8.46539920924395
60494.297705499994 o.atlas ATLAS 0.010404722223029239 "" 110.05052034887505 10.11601948126061
60495.2999565 o.atlas ATLAS 0.012065722221450415 "" 119.63587743091394 8.140063499669443
60497.267978 o.atlas ATLAS 0.012314222225541016 "" 123.9658783598672 8.671686030407228
60498.316105 o.atlas ATLAS 0.01528222222259501 "" 136.11734362678223 8.656737545923427
60499.19724539993 g.ztf ZTF 0.00034722222335403785 "" 205.43833816280747 5.539216047494126
60500.21347224992 g.ztf ZTF 0.007731472163868602 "" 207.6297251840898 5.026635328257232
60501.20857639983 g.ztf ZTF 0.00613422228343552 "" 231.73316358951027 4.680085451094906
60501.93506 g.sdss LT 0.00034722222222222224 "" 211.67371349739082 33.14297813488936
60501.93629 r.sdss LT 0.00034722222222222224 "" 183.07245645436043 15.175436730106028
60501.93749 i.sdss LT 0.00034722222222222224 "" 119.70922216991198 9.923064136644658
60501.9387 z.sdss LT 0.00034722222222222224 "" 200.45841351859394 24.00177284612383
60502.2035416998 g.ztf ZTF 0.00034722222335403785 "" 206.03274370129063 7.446084899082723
60502.95101 r.sdss LT 0.00034722222222222224 "" 178.08322376600827 11.481449737966143
60502.95316 g.sdss LT 0.00034722222222222224 "" 215.60902164587677 35.7449845792915
60502.95509 i.sdss LT 0.00034722222222222224 "" 147.95430590054093 12.264385651591196
60502.95722 z.sdss LT 0.00034722222222222224 "" 117.496326561183 16.232717401280418
60502.95941 u.sdss LT 0.00034722222222222224 "" 250.5382553910905 46.15085216706081
60503.1928298499 g.ztf ZTF 0.007586772342619952 "" 215.90101644626625 6.966256904489099
60504.324058 o.atlas ATLAS 0.010048222222394543 "" 182.37940700636943 10.649310910581104
60505.19918979984 g.ztf ZTF 0.00034722222335403785 "" 228.89909834606658 8.223937627299916
60505.298055 o.atlas ATLAS 0.010081222222652286 "" 165.95741730492736 13.461642716901318
60506.314638 o.atlas ATLAS 0.009911222223308869 "" 159.0531637022021 17.121061752007463
60507.2885965 o.atlas ATLAS 0.010684722223231802 "" 168.47561483694676 11.714929340229663
60508.2911735 o.atlas ATLAS 0.010313722224964295 "" 140.18190425933417 12.226872050383864
60509.20082180016 g.ztf ZTF 0.00034722222335403785 "" 209.76396170259417 12.248374138802882
60509.270894500005 o.atlas ATLAS 0.012230722222739132 "" 158.43605463040598 13.972669581537803
60510.19565969985 g.ztf ZTF 0.00034722222335403785 "" 218.83549984169963 11.333397657347023
60510.31427 o.atlas ATLAS 0.013995222223456949 "" 162.23424831162913 15.29006076562686
60510.52183008449 UVM2.uvot UVOT 0.4594307002298592 1 228.85210089442677 7.2686699065304
60511.3098475 o.atlas ATLAS 0.010632722223817836 "" 123.49355616049563 18.448948083944185
60511.90682 g.sdss LT 0.00034722222222222224 "" 204.01726860704983 18.790684856318205
60511.90783 i.sdss LT 0.00034722222222222224 "" 121.9347827729293 8.984486820173254
60511.90885 r.sdss LT 0.00034722222222222224 "" 181.39403808497025 20.04840998651744
60511.90984 z.sdss LT 0.00034722222222222224 "" 165.20541905571108 22.823972111970892
60512.90386803609 UVW1.uvot UVOT 0.03389793679161812 2 310.9132098117193 17.494328205010536
60512.90530423126 U.uvot UVOT 0.03343478450187831 2 320.8604219124795 21.88938997940928
60512.90865541827 UVW2.uvot UVOT 0.034824436330382014 2 255.80515095086415 10.782185250637562
60512.91261647613 UVM2.uvot UVOT 0.03405972798645962 2 293.98422721829803 14.428125867764667
60514.297053999995 o.atlas ATLAS 0.014095222224568715 "" 199.82626982994168 19.462669080673873
60514.68397561306 UVM2.uvot UVOT 0.2310451253251813 3 283.7211102558382 12.942511588879187
60514.68581711691 UVW1.uvot UVOT 0.23105317291992833 3 304.94799391050657 16.606899788715104
60514.68691313095 U.uvot UVOT 0.23090772840805585 3 339.44913740190833 20.25363426249889
60514.68875860494 UVW2.uvot UVOT 0.23208548086768133 3 239.8126185957919 10.868676747682624
60515.2955955 o.atlas ATLAS 0.011625722225289792 "" 144.36723174114667 10.026724641594043
60518.293902000005 o.atlas ATLAS 0.012305222222494194 "" 146.81038027348586 12.636629923467794
60518.92244152649 UVM2.uvot UVOT 0.0013990989464218728 4 239.22881579828967 16.415528350652227
60518.92482771405 UVW1.uvot UVOT 0.0009303915976488497 4 278.7620586333549 20.241834544966057
60518.926291490854 U.uvot UVOT 0.0004674943302234169 4 286.7325909933394 25.79522726424008
60518.92835416103 UVW2.uvot UVOT 0.0015175367298070341 4 202.6628042232458 12.187240287739884
60519.19048614986 g.ztf ZTF 0.007106472294253763 "" 182.08653862112254 6.427218196840014
60519.90265 g.sdss LT 0.00034722222222222224 "" 194.83497894007704 17.94496472404921
60519.90493 i.sdss LT 0.00034722222222222224 "" 97.75244051299909 8.102999243844682
60519.90734 r.sdss LT 0.00034722222222222224 "" 157.98760260711583 5.820478378256195
60519.90961 z.sdss LT 0.00034722222222222224 "" 121.90577756145984 15.71911186512047
60520.23891113216 UVM2.uvot UVOT 0.19772286874285783 5 228.68369264407266 13.208362084462923
60520.24083275627 UVW1.uvot UVOT 0.19701000072382158 5 261.20931186405596 16.436809456040645
60520.24202480675 U.uvot UVOT 0.19644214771324187 5 272.9707128219203 20.66734762419745
60520.24340154933 UVW2.uvot UVOT 0.19688709400361404 5 200.62759869644273 10.495739505356859
60521.89335 g.sdss LT 0.00034722222222222224 "" 179.33577292793186 19.82092211445221
60521.89629 r.sdss LT 0.00034722222222222224 "" 162.41383038204316 4.487659976805073
60521.89739 i.sdss LT 0.00034722222222222224 "" 123.0630314267121 11.334524066472206
60521.89952 z.sdss LT 0.00034722222222222224 "" 107.15792340830035 9.869609481446005
60528.88471 g.sdss LT 0.00034722222222222224 "" 139.8514356231627 12.880793235988437
60528.88572 r.sdss LT 0.00034722222222222224 "" 146.76517234995657 6.758785960474238
60528.88784 i.sdss LT 0.00034722222222222224 "" 93.35285595541546 6.0186810463180835
60528.88998 z.sdss LT 0.00034722222222222224 "" 74.82113447729517 7.580409271086199
60535.15261569992 r.ztf ZTF 0.00034722222335403785 "" 122.2568575197415 15.559975813500795
60536.15222219983 r.ztf ZTF 0.00034722222335403785 "" 124.67437353108527 14.807655362583304
60537.150891200174 r.ztf ZTF 0.00034722222335403785 "" 52.917258063376316 16.58445155976164
60600.61793699881 UVM2.uvot UVOT 0.2636917453346541 6 93.31593211242468 5.663622533999857
60600.62165556865 UVW1.uvot UVOT 0.2639260073083278 6 96.75166268754019 6.924049803056971
60600.88660689868 U.uvot UVOT 0.0009709350306366105 6 93.23214865670738 11.474743070870586
60600.89140308934 UVW2.uvot UVOT 0.0037471057767106686 6 77.47825639269826 4.993954152453748
60607.5172569002 g.ztf ZTF 0.00034722222335403785 "" 68.36445463547886 6.184011061639309
60609.17169475404 UVM2.uvot UVOT 0.03606845149261062 7 66.53594573038778 6.101644909522739
60609.17439583954 UVW1.uvot UVOT 0.034613548559718765 7 75.78415700328956 7.457613760744976
60609.17610447368 U.uvot UVOT 0.033541861637786496 7 108.99387232252143 13.67753209796414
60609.17790939031 UVW2.uvot UVOT 0.03390688013314502 7 54.72074600526519 4.233439998824697
60610.51939810021 g.ztf ZTF 0.00034722222335403785 "" 52.63733975293883 9.330455275854572
60615.52807869995 g.ztf ZTF 0.00034722222335403785 "" 77.62461382963578 4.540172583112277
60615.632693499996 c.atlas ATLAS 0.009575722226145444 "" 66.08078753412408 9.93818302639824
60616.348102974436 UVM2.uvot UVOT 0.5876109031414671 8 72.48783154484377 6.315033548683366
60616.350705085315 UVW1.uvot UVOT 0.5881129285990028 8 96.83283803492198 8.652963498025933
60616.35220194983 U.uvot UVOT 0.5881939019091078 8 130.07631466208494 15.118239646160605
60616.35530398604 UVW2.uvot UVOT 0.5905395959925954 8 77.79706161297023 5.113323056989432
60619.51332180016 g.ztf ZTF 0.00034722222335403785 "" 57.77316241699818 5.985764210034276
60623.6374055 o.atlas ATLAS 0.013213722224463709 "" 34.55071194475824 11.632013976116331
60623.67891574381 UVM2.uvot UVOT 0.0029325979739951435 9 67.99465092996036 6.437622988692469
60623.68386823434 UVW1.uvot UVOT 0.001954767434654059 9 72.12190612507007 7.689813926189021
60623.68685363441 U.uvot UVOT 0.000976617509877542 9 79.03659965567697 14.007156070583257
60623.691529854616 UVW2.uvot UVOT 0.003619920589699177 9 58.973460684384456 4.739188432253503
60625.516076399945 g.ztf ZTF 0.00034722222335403785 "" 67.98395084472553 3.4162495585584036
60629.6368795 o.atlas ATLAS 0.013143722222594079 "" 22.936738848262387 18.008512963426124
60630.6341425 o.atlas ATLAS 0.019492722225550096 "" 13.170035507192226 19.516161782998985
60630.681454007026 UVM2.uvot UVOT 0.0028746880416292697 10 66.39815676545257 6.1297096804231765
60630.68630727762 UVW1.uvot UVOT 0.0019142239143548068 10 81.44811414194906 7.505514126653882
60630.68923457649 U.uvot UVOT 0.0009593146824045107 10 90.47740781506927 12.203778240424766
60630.69375507169 UVW2.uvot UVOT 0.0034779230772983283 10 59.58980681932053 4.595135360118333
60631.46679400001 g.ztf ZTF 0.00034722222335403785 "" 82.04580335980425 12.818888585421655
60632.6342875 o.atlas ATLAS 0.008837722223688615 "" 25.186174156330985 16.799792776283326
60633.5379745001 g.ztf ZTF 0.00034722222335403785 "" 73.93224180663256 8.197007682267476
60633.577481 o.atlas ATLAS 0.013827222224790603 "" 19.409139497052685 16.214574197770734
60634.44381939992 r.ztf ZTF 0.00034722222335403785 "" 52.3574907806785 11.251750057125706
60634.47492474993 g.ztf ZTF 0.011753472288546618 "" 51.94095386673895 6.14839026909567
60635.6216305 o.atlas ATLAS 0.012265722223673947 "" 52.99136994451465 13.57962167455536
60637.446689799894 g.ztf ZTF 0.00034722222335403785 "" 62.62065236644216 6.672798305372043
60638.600474499995 o.atlas ATLAS 0.011477722222480224 "" 35.27636399354017 9.389581783677958
60641.607332 c.atlas ATLAS 0.005007222222047858 "" 54.11710667269494 8.92476305631513
60642.6223605 c.atlas ATLAS 0.00801172222418245 "" 55.73524544185029 8.86852736296731
60645.592973000006 c.atlas ATLAS 0.009471222223510267 "" 52.86147826124604 6.918010612513101
60648.6056045 o.atlas ATLAS 0.004767722224642057 "" 31.176566641766307 8.68901059516761
60649.531365700066 g.ztf ZTF 0.00034722222335403785 "" 52.12741204001908 4.239257291556805
60651.578714 o.atlas ATLAS 0.00453722222300712 "" 28.351513098552672 9.27979207411427
60651.6469665 c.atlas ATLAS 0.01714272222307045 "" 46.08199947256274 6.962961341339866
60652.49359950004 g.ztf ZTF 0.00034722222335403785 "" 52.040749116960775 3.8669914338950955
60652.604149499995 o.atlas ATLAS 0.010434722225909354 "" 36.3292679195748 8.530122457306831
60653.579108 c.atlas ATLAS 0.009270222224586178 "" 50.195825786106205 7.646537747388517
60654.6296135 c.atlas ATLAS 0.005398722223617369 "" 49.82658185753105 12.224353566807398
60655.49696305904 UVM2.uvot UVOT 0.16570233380116406 11 74.07045741030126 5.661060932693358
60655.499566713646 UVW1.uvot UVOT 0.16650292290432844 11 69.3242848681763 6.220231666376948
60655.50103240669 U.uvot UVOT 0.16675512243091362 11 71.91846358975822 9.267702773236115
60655.502393999996 o.atlas ATLAS 0.012699222224910045 "" 86.53017678946776 15.770824007647763
60655.50462129368 UVW2.uvot UVOT 0.16969429298478644 11 54.931519766502035 4.02867953081588
60658.4460127498 r.ztf ZTF 0.0008159722419804893 "" 64.02654027683728 12.469971885888572
60659.41407410009 r.ztf ZTF 0.00034722222335403785 "" 50.28357694291707 21.515131729651298
60659.5769345 o.atlas ATLAS 0.06076772222149884 "" 37.29846409936357 18.41342011134101
60661.560607 o.atlas ATLAS 0.009635222224460449 "" 30.51062925357085 13.233961715551235
60662.5422205 o.atlas ATLAS 0.010407722220406868 "" 29.414422242639997 15.754164546841771
60663.5726915 o.atlas ATLAS 0.016603722222498618 "" 26.645302265213033 11.250475559412033
60665.5770545 o.atlas ATLAS 0.009783722223801306 "" 34.96034331193478 11.134144360550367
60666.46303239977 g.ztf ZTF 0.00034722222335403785 "" 45.90318003984499 7.717772735951795
60667.488067099825 g.ztf ZTF 0.02016202222876018 "" 46.62497740039831 4.585505628708528
60668.5823015 o.atlas ATLAS 0.00809872222453123 "" 34.406094038971645 8.348197994892894
60669.5611855 o.atlas ATLAS 0.00460972222572309 "" 20.820454763259722 10.457545690845434
60670.5616045 o.atlas ATLAS 0.00809172222216148 "" 38.57701034736435 8.140063499669443
60671.6514915 o.atlas ATLAS 0.02156072222351213 "" 15.060156849705908 10.800963945317116
60672.85272930002 UVM2.uvot UVOT 0.13518498173652915 12 67.76950912540961 5.504722572640837
60672.85557397812 UVW1.uvot UVOT 0.13492039433549508 12 55.68110028929663 5.599154344619243
60672.85727060297 U.uvot UVOT 0.1345326402442879 12 69.57186121382321 9.200384460885617
60672.86018430064 UVW2.uvot UVOT 0.1363554325835139 12 51.662652865358176 3.7090196142416936
60673.43414349994 g.ztf ZTF 0.00034722222335403785 "" 51.86100444263044 3.268668464586987
60673.5895095 o.atlas ATLAS 0.04146772222156869 "" 30.588804171409116 8.515964972337843
60674.474976849975 g.ztf ZTF 0.0008217722861445509 "" 46.82051435276328 2.2187663800238693
60675.47150459979 g.ztf ZTF 0.00034722222335403785 "" 45.02426154578412 3.4882080991493156
60676.589988 o.atlas ATLAS 0.01421522222517524 "" 34.43695077927279 7.420994310951065
60677.54019680014 g.ztf ZTF 0.00034722222335403785 "" 46.5202142976597 2.777970734424635
60677.554218 o.atlas ATLAS 0.009694222222606186 "" 22.709476392622225 9.591785213860563
60678.5452095 o.atlas ATLAS 0.00627672222617548 "" 29.24436596444712 8.996388503439956
60679.572743 o.atlas ATLAS 0.011711222225130768 "" 32.5589274349714 7.513593418810539
60680.38858800009 r.ztf ZTF 0.00034722222335403785 "" 32.18525659672009 10.57586185221647
60680.449901600135 g.ztf ZTF 0.006684022278932389 "" 44.94227209718699 3.334282725966381
60680.573162500004 o.atlas ATLAS 0.0029617222207889426 "" 40.18646754455657 8.803186900643441
60681.549608 o.atlas ATLAS 0.007094222222804092 "" 28.222841012770996 7.587052569127945
60682.117157 i.sdss LT 0.00034722222222222224 "" 21.07966458768345 1.9534405324945696
60682.12926 r.sdss LT 0.00034722222222222224 "" 33.011312316827585 1.8689567763958106
60682.141339 g.sdss LT 0.00034722222222222224 "" 33.70611039696086 1.812437447472397
60682.42480320018 g.ztf ZTF 0.00034722222335403785 "" 38.194931983745825 3.6357230229145805
60682.549621 o.atlas ATLAS 0.010026222222222714 "" 11.749066546644062 7.609747696829953
60683.840703332164 UVM2.uvot UVOT 0.0008320020788232796 13 39.56953539253239 8.95154929151792
60683.842144634466 UVW1.uvot UVOT 0.0005542636354221031 13 36.445706454098115 10.155482543706695
60683.84303097131 U.uvot UVOT 0.0002765252429526299 13 68.10642228067351 22.87878351290526
60683.84427185522 UVW2.uvot UVOT 0.0008777809161983896 13 29.74246166023929 6.583930473917325
60684.461093750084 g.ztf ZTF 0.014079872307775076 "" 35.13998563583848 3.417817067709368
60684.5676005 o.atlas ATLAS 0.009261722225346602 "" 32.705951388548336 7.321273740067587
60686.574052 o.atlas ATLAS 0.00034722222335403785 "" 39.48107615600201 43.01816934334125
60687.46383100003 g.ztf ZTF 0.00034722222335403785 "" 43.17904316487539 9.405459679389683
60688.39028939977 r.ztf ZTF 0.00034722222335403785 "" 28.9886253764589 11.166597688318593
60688.4082986 g.ztf ZTF 0.061956022422236856 "" 30.988818865129463 8.444384331623885
60688.787543857456 UVM2.uvot UVOT 0.002521864396840101 14 21.026156413131 3.917330297091123
60688.791810046816 UVW1.uvot UVOT 0.0016827752915560268 14 31.42370128823159 4.884047091629661
60688.794384522116 U.uvot UVOT 0.0008378121601708699 14 30.27660889047739 8.040291178787534
60688.79834998792 UVW2.uvot UVOT 0.0030497589796141256 14 22.955424656606322 2.8567100009714754
60690.42403940018 g.ztf ZTF 0.00034722222335403785 "" 18.329410302293837 13.843456525053343
60690.50564809982 r.ztf ZTF 0.00034722222335403785 "" 32.23352935743065 10.754613280048467
60690.525978499994 o.atlas ATLAS 0.005824722222314449 "" 27.415546507702707 16.354769046789496
60691.33738429984 r.ztf ZTF 0.00034722222335403785 "" 33.858973487758 13.746624315207365
60691.43986689998 g.ztf ZTF 0.009126122131419834 "" 21.958298453903424 6.338639611924167
60691.611863 o.atlas ATLAS 0.06360022222361295 "" 13.808457990069122 11.2471625660622
60692.5861595 o.atlas ATLAS 0.022831722224509576 "" 24.934131788427923 13.41763690417629
